station,phylum,class,order,family,taxa,rep.a,rep.b,rep.c,total,
BI-DK11,Echinodermata,Echinoidea,Clypeasteroida,Mellitidae,Encope (LPIL),0,0,1,1,
BI-DK13,Annelida,Polychaeta,Orbiniida,Orbiniidae,Leitoscoloplos (LPIL),1,0,0,1,
BI-DK13,Annelida,Polychaeta,Phyllodocida,Pilargidae,Synelmis ewingi,0,3,0,3,
BI-DK13,Annelida,Polychaeta,Sabellida,Sabellidae,Sabellidae (LPIL),1,0,0,1,
BI-DK13,Annelida,Polychaeta,Scolecida,Paraonidae,Paraonis fulgens,1,0,0,1,
BI-DK13,Annelida,Polychaeta,Scolecida,Travisiidae,Travisia hobsonae,0,1,0,1,
BI-DK13,Annelida,Polychaeta,Spionida,Spionidae,Spionidae (LPIL),0,1,0,1,
BI-DK13,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Haustorius jayneae,2,7,3,12,
BI-DK13,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,0,1,1,2,
BI-DK13,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,0,4,1,5,
BI-DK13,Echinodermata,Echinoidea,,,Echinoidea (LPIL),7,5,0,12,
BI-DK13,Echinodermata,Ophiuroidea,,,Ophiuroidea (LPIL),0,0,1,1,
BI-WS4,Mollusca,Bivalvia,Veneroida,Ungulinidae,Diplodonta semiaspera,0,1,0,1,
BI-DK13,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,0,1,0,1,
BI-DK13,Mollusca,Gastropoda,Neogastropoda,Olividae,Olivella mutica,0,1,0,1,
BI-DK13,Mollusca,Gastropoda,Neotaenioglossa,Naticidae,Tectonatica pusilla,0,0,2,2,
BI-DK13,Nemertea,Anopla,Heteronemertea,Lineidae,Lineidae (LPIL),0,0,1,1,
BI-DK13,Phoronida,,,Phoronidae,Phoronis (LPIL),0,1,1,2,
BI-DK15,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtyidae (LPIL),1,0,0,1,
BI-DK15,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius sp. C,0,0,1,1,
BI-DK15,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Haustorius jayneae,3,1,2,6,
BI-DK15,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Protohaustorius bousfieldi,1,6,4,11,
BI-DK15,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus (LPIL),2,0,0,2,
BI-DK15,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnotheridae (LPIL),0,0,2,2,
BI-DK15,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Ancinus depressus,0,0,1,1,
BI-DK15,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,9,5,4,18,
BI-DK15,Echinodermata,Echinoidea,,,Echinoidea (LPIL),10,0,4,14,
BI-WS7,Mollusca,Bivalvia,Veneroida,Ungulinidae,Diplodonta semiaspera,0,1,0,1,
BI-DK15,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,0,0,1,1,
BI-DK15,Mollusca,Gastropoda,Neogastropoda,Terebridae,Hastula salleana,0,0,1,1,
BI-DK3,Annelida,Polychaeta,Orbiniida,Orbiniidae,Leitoscoloplos (LPIL),0,0,1,1,
BI-DK3,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtyidae (LPIL),1,1,0,2,
BI-DK3,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys incisa,0,1,0,1,
BI-DK3,Annelida,Polychaeta,Scolecida,Paraonidae,Paraonis fulgens,0,2,0,2,
BI-DK3,Annelida,Polychaeta,Spionida,Spionidae,Dispio uncinata,1,0,0,1,
BI-DK3,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius sp. C,4,3,2,9,
BI-DK3,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Parahaustorius longimerus,5,0,2,7,
BI-DK3,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Protohaustorius bousfieldi,1,1,1,3,
BI-DK3,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,5,1,1,7,
BI-DK3,Echinodermata,Echinoidea,Clypeasteroida,Mellitidae,Encope (LPIL),1,0,0,1,
BI-DK3,Echinodermata,Echinoidea,Clypeasteroida,Mellitidae,Mellita isometra,0,0,1,1,
GS-27,Mollusca,Bivalvia,Veneroida,Ungulinidae,Diplodonta semiaspera,0,0,1,1,
BI-DK3,Mollusca,Gastropoda,Neotaenioglossa,Naticidae,Tectonatica pusilla,0,0,1,1,
BI-DK5,Annelida,Polychaeta,Orbiniida,Orbiniidae,Leitoscoloplos (LPIL),0,0,1,1,
BI-DK5,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtyidae (LPIL),0,1,0,1,
BI-DK5,Annelida,Polychaeta,Scolecida,Paraonidae,Paraonis fulgens,1,1,0,2,
BI-DK5,Annelida,Polychaeta,Spionida,Spionidae,Dispio uncinata,0,0,1,1,
BI-DK5,Annelida,Polychaeta,Spionida,Spionidae,Spio pettiboneae,1,0,0,1,
BI-DK5,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Parahaustorius longimerus,1,2,1,4,
BI-DK5,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Protohaustorius bousfieldi,0,0,1,1,
BI-DK5,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,1,0,2,3,
BI-DK5,Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma (LPIL),0,1,1,2,
BI-DK5,Echinodermata,Echinoidea,,,Echinoidea (LPIL),0,1,0,1,
BI-DK5,Mollusca,Gastropoda,Neogastropoda,Olividae,Olivella mutica,1,0,0,1,
BI-DK5,Nemertea,,,,Nemertea (LPIL),1,0,0,1,
BI-DK7,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys bucera,1,2,0,3,
BI-DK7,Annelida,Polychaeta,Scolecida,Paraonidae,Paraonis fulgens,1,2,1,4,
BI-DK7,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius sp. C,0,2,3,5,
BI-DK7,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Parahaustorius longimerus,3,5,3,11,
BI-DK7,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,1,1,1,3,
BI-DK7,Echinodermata,Echinoidea,Clypeasteroida,Mellitidae,Encope (LPIL),1,0,0,1,
BI-DK7,Echinodermata,Echinoidea,Clypeasteroida,Mellitidae,Mellita isometra,1,1,0,2,
BI-CC16,Mollusca,Bivalvia,Veneroida,Donacidae,Donax texasianus,0,1,0,1,
BI-DK9,Annelida,Polychaeta,Phyllodocida,Pilargidae,Litocorsa antennata,1,0,0,1,
BI-DK9,Annelida,Polychaeta,Scolecida,Paraonidae,Paraonis fulgens,0,1,0,1,
BI-DK9,Annelida,Polychaeta,Spionida,Spionidae,Scolelepis texana,1,0,0,1,
BI-DK9,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius sp. C,2,0,0,2,
BI-DK9,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Haustorius jayneae,1,3,11,15,
BI-DK9,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Protohaustorius bousfieldi,1,0,0,1,
BI-DK9,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,1,0,1,2,
BI-DK9,Echinodermata,Echinoidea,Clypeasteroida,Mellitidae,Encope (LPIL),1,0,1,2,
BI-DK1,Mollusca,Bivalvia,Veneroida,Donacidae,Donax texasianus,12,6,0,18,
BI-DK9,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,0,0,1,1,
BI-DK9,Mollusca,Gastropoda,Neogastropoda,Olividae,Olivella mutica,1,0,0,1,
BI-ES18,Annelida,Polychaeta,Eunicida,Onuphidae,Diopatra cuprea,0,1,0,1,
BI-ES18,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde solitaria,0,1,1,2,
BI-ES18,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis micromma,1,0,0,1,
BI-ES18,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra tentaculata,0,1,0,1,
BI-ES18,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),0,3,0,3,
BI-ES18,Annelida,Polychaeta,Spionida,Chaetopteridae,Spiochaetopterus oculatus,1,0,0,1,
BI-ES18,Annelida,Polychaeta,Spionida,Spionidae,Paraprionospio pinnata,1,11,1,13,
BI-ES18,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,1,0,0,1,
BI-DK3,Mollusca,Bivalvia,Veneroida,Donacidae,Donax texasianus,8,7,3,18,
BI-DK7,Mollusca,Bivalvia,Veneroida,Donacidae,Donax texasianus,0,0,1,1,
BI-ES18,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,3,2,0,5,
BI-ES18,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,1,0,0,1,
BI-ES18,Nemertea,,,,Nemertea (LPIL),0,1,0,1,
BI-ES18,Phoronida,,,Phoronidae,Phoronis (LPIL),1,0,0,1,
BI-ES19,Annelida,Polychaeta,Orbiniida,Orbiniidae,Leitoscoloplos (LPIL),1,0,1,2,
BI-ES19,Annelida,Polychaeta,Oweniida,Oweniidae,Owenia fusiformis,0,2,1,3,
BI-ES19,Annelida,Polychaeta,Scolecida,Capitellidae,Capitellidae (LPIL),1,0,0,1,
BI-ES19,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),1,0,2,3,
BI-ES19,Annelida,Polychaeta,Spionida,Magelonidae,Magelona uebelackerae,0,0,1,1,
BI-ES19,Annelida,Polychaeta,Spionida,Spionidae,Apoprionospio pygmaea,3,0,1,4,
BI-ES19,Annelida,Polychaeta,Spionida,Spionidae,Spio setosa,0,0,1,1,
BI-ES19,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes bombyx,0,1,1,2,
BI-ES19,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone (LPIL),0,0,1,1,
BI-ES19,Annelida,Polychaeta,Terebellida,Cirratulidae,Cirratulidae (LPIL),0,1,0,1,
BI-ES19,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius sp. C,1,0,0,1,
BI-ES19,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Lepidactylus triarticulatus,6,6,8,20,
BI-ES19,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Protohaustorius bousfieldi,1,0,0,1,
BI-ES19,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,2,0,3,5,
BI-ES19,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus (LPIL),1,2,4,7,
BI-ES19,Arthropoda,Malacostraca,Mysida,Mysidae,Americamysis bigelowi,1,0,0,1,
BI-ES19,Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma (LPIL),2,1,5,8,
BI-ES19,Echinodermata,Echinoidea,,,Echinoidea (LPIL),1,1,0,2,
BI-ES19,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiuridae (LPIL),1,0,1,2,
BI-ES19,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Hemipholis elongata,0,1,0,1,
BI-ES19,Mollusca,Bivalvia,Venerida,Veneridae,Veneridae (LPIL),0,0,1,1,
BI-SDK1,Mollusca,Bivalvia,Veneroida,Donacidae,Donax texasianus,0,1,0,1,
BI-ES19,Nemertea,,,,Nemertea (LPIL),0,4,2,6,
BI-ES20,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtyidae (LPIL),0,1,1,2,
BI-ES20,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),3,0,0,3,
BI-ES20,Annelida,Polychaeta,Spionida,Spionidae,Spio setosa,0,1,0,1,
BI-ES20,Annelida,Polychaeta,Spionida,Spionidae,Spionidae (LPIL),0,1,0,1,
BI-ES20,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Protohaustorius bousfieldi,0,2,1,3,
BI-ES20,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,1,1,0,2,
BI-ES20,Arthropoda,Malacostraca,Decapoda,Albuneidae,Albunea paretii,0,0,1,1,
BI-ES20,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,1,2,0,3,
BI-ES20,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,0,0,1,1,
BI-ES20,Nemertea,,,,Nemertea (LPIL),2,0,0,2,
BI-ES21,Annelida,Polychaeta,Orbiniida,Orbiniidae,Leitoscoloplos (LPIL),0,3,0,3,
BI-ES21,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys (LPIL),1,0,1,2,
BI-ES21,Annelida,Polychaeta,Spionida,Spionidae,Dispio uncinata,0,1,0,1,
BI-ES21,Annelida,Polychaeta,Spionida,Spionidae,Spio setosa,0,2,0,2,
BI-ES21,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius sp. C,5,0,4,9,
BI-ES21,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Protohaustorius bousfieldi,2,3,5,10,
BI-ES21,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,0,1,2,3,
BI-ES21,Arthropoda,Malacostraca,Decapoda,Albuneidae,Albunea paretii,1,0,0,1,
BI-ES21,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,2,0,0,2,
BI-ES21,Echinodermata,Echinoidea,Clypeasteroida,Mellitidae,Encope (LPIL),1,0,0,1,
BI-ES21,Echinodermata,Echinoidea,,,Echinoidea (LPIL),1,0,0,1,
BI-ES22,Annelida,Polychaeta,Phyllodocida,Hesionidae,Podarkeopsis levifuscina,0,0,1,1,
BI-ES22,Annelida,Polychaeta,Phyllodocida,Pilargidae,Synelmis ewingi,1,0,0,1,
BI-ES22,Annelida,Polychaeta,Scolecida,Capitellidae,Capitellidae (LPIL),0,0,1,1,
BI-ES22,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),0,0,2,2,
BI-ES22,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes bombyx,1,1,0,2,
BI-ES22,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius sp. C,2,3,3,8,
BI-ES22,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Protohaustorius bousfieldi,1,0,0,1,
BI-ES22,Arthropoda,Malacostraca,Amphipoda,Liljeborgiidae ,Idunella barnardi,0,1,0,1,
BI-ES22,Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma (LPIL),2,0,0,2,
BI-SDK6,Mollusca,Bivalvia,Veneroida,Donacidae,Donax texasianus,4,5,6,15,
BI-SIP2,Mollusca,Bivalvia,Veneroida,Tellinidae,Eurytellina nitens,1,2,1,4,
BI-WS2,Mollusca,Bivalvia,Veneroida,Tellinidae,Eurytellina nitens,0,5,1,6,
BI-ES22,Nemertea,,,,Nemertea (LPIL),1,0,0,1,
BI-ES23,Annelida,Polychaeta,Archiannelida,Polygordiidae,Polygordius (LPIL),0,0,1,1,
BI-ES23,Annelida,Polychaeta,Orbiniida,Orbiniidae,Scoloplos rubra,1,0,0,1,
BI-ES23,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtyidae (LPIL),1,0,0,1,
BI-ES23,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereididae (LPIL),0,1,0,1,
BI-ES23,Annelida,Polychaeta,Scolecida,Capitellidae,Capitella capitata,0,1,0,1,
BI-ES23,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),0,1,1,2,
BI-ES23,Annelida,Polychaeta,Spionida,Spionidae,Apoprionospio pygmaea,1,1,1,3,
BI-ES23,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes bombyx,3,1,0,4,
BI-ES23,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius sp. C,15,13,9,37,
BI-ES23,Arthropoda,Malacostraca,Amphipoda,Liljeborgiidae ,Idunella barnardi,1,0,1,2,
BI-ES23,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,1,0,1,2,
BI-ES23,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,0,0,1,1,
BI-ES23,Arthropoda,Malacostraca,Tanaidacea,Kalliapseudidae,Kalliapseudes bahamaensis,0,0,1,1,
BI-ES23,Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma (LPIL),2,0,0,2,
BI-ES23,Echinodermata,Echinoidea,,,Echinoidea (LPIL),0,1,3,4,
BI-ES23,Mollusca,Bivalvia,Pholadomyoida,Lyonsiidae,Lyonsia floridana,0,0,1,1,
BI-ES23,Mollusca,Bivalvia,Venerida,Veneridae,Veneridae (LPIL),1,1,0,2,
BI-WS3,Mollusca,Bivalvia,Veneroida,Tellinidae,Eurytellina nitens,2,3,3,8,
BI-WS4,Mollusca,Bivalvia,Veneroida,Tellinidae,Eurytellina nitens,1,2,1,4,
BI-ES23,Nemertea,,,,Nemertea (LPIL),1,2,0,3,
BI-ES24,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),0,0,1,1,
BI-ES24,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius sp. C,0,1,1,2,
BI-ES24,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,0,3,1,4,
BI-ES24,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus (LPIL),1,1,0,2,
BI-ES24,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnotheridae (LPIL),0,1,0,1,
BI-ES24,Arthropoda,Malacostraca,Mysida,Mysidae,Americamysis almyra,0,1,0,1,
BI-ES24,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,0,1,1,2,
BI-ES24,Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma (LPIL),0,1,0,1,
BI-WS9,Mollusca,Bivalvia,Veneroida,Tellinidae,Eurytellina nitens,3,4,5,12,
GS-23,Mollusca,Bivalvia,Veneroida,Tellinidae,Eurytellina nitens,0,3,3,6,
BI-ES24,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,2,1,0,3,
BI-ES24,Mollusca,Gastropoda,Neogastropoda,Olividae,Oliva sayana,0,1,0,1,
BI-ES24,Mollusca,Gastropoda,,,Gastropoda (LPIL),0,1,0,1,
BI-ES25,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius sp. C,2,2,0,4,
BI-ES25,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,0,1,0,1,
BI-ES25,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus (LPIL),0,0,1,1,
BI-ES25,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,2,1,0,3,
BI-ES25,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,2,0,0,2,
BI-ES26,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus verrilli,1,0,0,1,
BI-ES26,Annelida,Polychaeta,Scolecida,Paraonidae,Paraonidae (LPIL),0,1,0,1,
BI-ES26,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes bombyx,0,0,1,1,
BI-ES26,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius sp. C,3,16,8,27,
BI-ES26,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,1,1,1,3,
BI-ES26,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus (LPIL),1,0,0,1,
BI-ES26,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,2,2,1,5,
BI-ES26,Echinodermata,Echinoidea,,,Echinoidea (LPIL),1,0,0,1,
GS-27,Mollusca,Bivalvia,Veneroida,Tellinidae,Eurytellina nitens,1,0,0,1,
BI-ES26,Mollusca,Gastropoda,Neotaenioglossa,Naticidae,Tectonatica pusilla,0,0,1,1,
BI-ES26,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,0,0,1,1,
BI-HN1,Annelida,Clitellata,Tubificida,Naididae,Naididae (LPIL),1,0,0,1,
BI-HN1,Annelida,Polychaeta,Cossurida,Cossuridae,Cossura soyeri,1,0,0,1,
BI-HN1,Annelida,Polychaeta,Eunicida,Lumbrineridae,Ninoe nigripes,1,2,1,4,
BI-HN1,Annelida,Polychaeta,Eunicida,Lumbrineridae,Scoletoma verrilli,1,1,1,3,
BI-HN1,Annelida,Polychaeta,Phyllodocida,Hesionidae,Podarkeopsis levifuscina,1,0,0,1,
BI-HN1,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus verrilli,0,0,2,2,
BI-HN1,Annelida,Polychaeta,Phyllodocida,Pilargidae,Ancistrosyllis jonesi,0,0,1,1,
BI-HN1,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),2,1,0,3,
BI-HN1,Annelida,Polychaeta,Scolecida,Maldanidae,Sabaco elongatus,0,1,1,2,
BI-HN1,Annelida,Polychaeta,Spionida,Spionidae,Paraprionospio pinnata,13,6,7,26,
BI-HN1,Annelida,Polychaeta,Spionida,Spionidae,Prionospio perkinsi,1,0,0,1,
BI-HN1,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca vadorum,1,0,1,2,
BI-HN1,Arthropoda,Malacostraca,Amphipoda,Liljeborgiidae ,Idunella barnardi,0,1,0,1,
BI-HN1,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa sayana,8,2,5,15,
BI-HN1,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Hemipholis elongata,0,1,0,1,
BI-HN1,Echinodermata,Ophiuroidea,,,Ophiuroidea (LPIL),1,0,1,2,
BI-HN1,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Nuculana concentrica,0,0,2,2,
GS-5,Mollusca,Bivalvia,Veneroida,Tellinidae,Eurytellina nitens,2,3,6,11,
BI-HN1,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,1,0,1,2,
BI-HN1,Nemertea,,,,Nemertea (LPIL),0,0,3,3,
BI-HN2,Annelida,Clitellata,Tubificida,Naididae,Naididae (LPIL),0,2,3,5,
BI-HN2,Annelida,Polychaeta,Orbiniida,Orbiniidae,Leitoscoloplos (LPIL),1,0,0,1,
BI-HN2,Annelida,Polychaeta,Phyllodocida,Hesionidae,Podarkeopsis levifuscina,1,0,0,1,
BI-HN2,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),2,1,3,6,
BI-HN2,Annelida,Polychaeta,Spionida,Chaetopteridae,Spiochaetopterus oculatus,2,0,2,4,
BI-HN2,Annelida,Polychaeta,Spionida,Spionidae,Paraprionospio pinnata,0,0,1,1,
BI-HN2,Annelida,Polychaeta,Spionida,Spionidae,Polydora cornuta,1,0,0,1,
BI-HN2,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes bombyx,0,0,1,1,
BI-HN2,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca sp. R,1,0,2,3,
BI-HN2,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,0,0,1,1,
BI-HN2,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Leptochela serratorbita,0,1,0,1,
BI-HN2,Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma (LPIL),1,0,0,1,
BI-HN2,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiuridae (LPIL),1,0,0,1,
BI-CC11,Mollusca,Bivalvia,Veneroida,Lasaeidae,Lasaeidae (LPIL),0,0,1,1,
BI-CC5,Mollusca,Bivalvia,Veneroida,Lasaeidae,Lasaeidae (LPIL),1,0,0,1,
BI-CC7,Mollusca,Bivalvia,Veneroida,Lasaeidae,Lasaeidae (LPIL),7,1,6,14,
BI-CC8,Mollusca,Bivalvia,Veneroida,Lasaeidae,Lasaeidae (LPIL),0,0,2,2,
BI-ES24,Mollusca,Bivalvia,Veneroida,Lasaeidae,Lasaeidae (LPIL),1,0,0,1,
BI-HN2,Mollusca,Gastropoda,Cephalaspidea,Scaphandridae,Acteocina canaliculata,0,1,1,2,
BI-HN2,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,0,0,1,1,
BI-HN2,Mollusca,Gastropoda,Pyramidellida,Pyramidellidae,Longchaeus suturalis,0,4,0,4,
BI-HN2,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,3,3,1,7,
BI-HN2,Nemertea,,,,Nemertea (LPIL),1,0,0,1,
BI-HN2,Phoronida,,,Phoronidae,Phoronis (LPIL),0,3,1,4,
BI-HN2,Sipuncula,Sipunculidea,Golfingiida,Phascolionidae,Phascolion strombus,5,0,1,6,
BI-HS1,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus verrilli,1,1,2,4,
BI-HS1,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes bombyx,1,0,0,1,
BI-HS1,Annelida,Polychaeta,Terebellida,Cirratulidae,Cirratulidae (LPIL),0,1,1,2,
BI-HS1,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius sp. C,3,0,0,3,
BI-HS1,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,3,3,9,15,
BI-HS1,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus (LPIL),0,1,1,2,
BI-HS1,Arthropoda,Malacostraca,Mysida,Mysidae,Americamysis bigelowi,0,1,0,1,
BI-HS1,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,0,1,1,2,
BI-HS1,Echinodermata,Echinoidea,,,Echinoidea (LPIL),1,1,0,2,
BI-SIP3,Mollusca,Bivalvia,Veneroida,Lasaeidae,Lasaeidae (LPIL),1,0,0,1,
BI-WS6,Mollusca,Bivalvia,Veneroida,Lasaeidae,Lasaeidae (LPIL),0,4,0,4,
BI-HS1,Mollusca,Bivalvia,,,Bivalvia (LPIL),0,1,0,1,
BI-HS1,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,2,1,0,3,
BI-HS1,Mollusca,Gastropoda,Neogastropoda,Olividae,Olivella mutica,0,1,1,2,
BI-HS1,Mollusca,Gastropoda,Neotaenioglossa,Naticidae,Tectonatica pusilla,0,4,2,6,
BI-HS1,Nemertea,,,,Nemertea (LPIL),0,1,0,1,
BI-HS1,Sipuncula,Sipunculidea,Golfingiida,Phascolionidae,Phascolion strombus,0,0,1,1,
BI-HS2,Annelida,Polychaeta,Orbiniida,Orbiniidae,Leitoscoloplos (LPIL),1,0,0,1,
BI-HS2,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus verrilli,2,0,0,2,
BI-HS2,Annelida,Polychaeta,Scolecida,Capitellidae,Notomastus latericeus,1,0,0,1,
BI-HS2,Annelida,Polychaeta,Spionida,Spionidae,Dispio uncinata,1,0,0,1,
BI-HS2,Annelida,Polychaeta,Spionida,Spionidae,Spionidae (LPIL),0,1,1,2,
BI-HS2,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius sp. C,4,2,8,14,
BI-HS2,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Protohaustorius bousfieldi,1,1,1,3,
